"scramb"	"average_FC"
"RP11-234B24.4"	0.578181494628043
"AL603650.1"	1.03568178604138
"MRPL47"	0.385471377280774
"IQCF2"	0.40477167065086
"RP11-19H6.1"	-0.144702144259188
"CD27"	-0.0113988203254201
"BCL2L12"	0.583412447013577
"RNU6-764P"	-0.284763480452928
"SYNJ2"	0.546846421299425
"CTD-3035D6.2"	0.326784073248772
"AMACR"	0.0441471929067316
"AC119403.1"	-0.0360098880428482
"FST"	0.276093802351133
"FAM187A"	0.246560929598272
"RNU6-671P"	0.509422491891945
"AC121251.1"	0.459029546341278
"RP11-438O11.1"	0.143139460082572
"MEIS3P2"	0.137725789754618
"RP11-367J11.2"	-0.569022719532034
"MYL10"	0.420278756231822
"UBL5P3"	0.292001611279609
"HNRNPA0"	0.281741457852968
"RP11-170L3.2"	0.729706823881577
"RP11-589C21.1"	0.660589739297304
"RNU6-968P"	-0.0558634700812191
"RP11-107G24.3"	0.167289276579499
"FABP5P15"	-0.0982500100103247
"CST9"	-0.237685388902695
"HCG4P11"	0.160231444788167
"RP11-78O9.1"	-0.10051809141784
"TP53TG3B"	0.193458657807282
"RPL34P1"	-0.207650398144532
"MAPRE2"	0.106780644236959
"RNU6ATAC22P"	0.287691029651033
"RNU4-53P"	0.174176717665882
"ST8SIA6"	0.814985557121318
"IL12RB1"	-0.032820409147049
"RP5-1061H20.3"	1.19535685917516
"SNRNP70"	-0.173188778000967
"Z83826.1"	-0.320979626737806
"RP11-162G10.5"	0.0784220337472805
"HYDIN2"	-0.230530254603876
"RP11-483E23.7"	-0.225480946607132
"CYB561A3"	0.0690286512600256
"RP11-495O10.1"	0.0280767418213673
"LINC00662"	-0.111019680169757
"DLGAP1-AS3"	-0.277808779721728
"CTD-2081C10.1"	0.140975847305606
"RBBP8P1"	0.361921423605575
"RN7SL234P"	0.337826986437666
"OR5AN1"	-0.088078316233679
"OR4X2"	-0.193109756633418
"XKRYP2"	-0.195168301215108
"CEP78"	0.0631345513816541
"HMGB1P30"	0.291305133833056
"CIITA"	0.0763965775099078
"RNU1-82P"	-0.94113731160126
"HNRNPA2B1"	0.325980358089409
"RP3-445N2.1"	0.325801855228725
"MTND6P4"	0.0648038086232706
"RNU6-111P"	-0.175329670125748
"HCAR1"	0.229793940349796
"WDFY4"	0.20932945752262
"SLC9C2"	-0.032435987158049
"GJB6"	-0.00375069601974512
"RP11-737O24.1"	0.708320333777116
"PFDN6"	0.197117610167239
"RP11-206L10.2"	0.228423856963739
"PFKFB3"	0.191599502296719
"MCM4"	0.262128109051914
"LY6G6F"	0.72987539568096
"RP4-794H19.2"	0.32375455895125
"AC093157.1"	-0.209235105131081
"AC090660.1"	0.481586912118815
"RP3-393E18.1"	0.240532669191061
"ARRDC1"	0.0865061400751916
"CTC-264K15.6"	0.291394642555273
"GPR97"	0.140669672374717
"RP5-1163L11.3"	-0.150306713155879
"TOMM22P6"	0.372324884504306
"AC006195.2"	-0.0213218724231517
"PRYP3"	0.407928600161008
"FAM224A"	0.425037415931957
"POU3F4"	0.15920369230613
"AC010877.1"	-0.228933792162184
"RP11-944L7.5"	-0.237145060633335
"IGKV3-7"	0.270214973112697
"DPP10"	-0.180059992907606
"ADCK3"	0.0965499280817773
"PEX1"	0.650790460633894
"RP11-344L21.1"	0.285384649411769
"UPF3AP2"	0.0971187901727958
"ABCA11P"	-0.264714570073281
"RP11-122C5.1"	-0.156343663288599
"RP11-3P17.3"	0.1683904808764
"RPL10"	-0.687332631705999
"KM-PA-2"	0.770582182161063
"CTB-32H22.1"	0.189077108818053
"AC068718.2"	0.317549255450662
"DNAJC25"	0.643851287036461
"SULF1"	-0.124776077187605
"NFASC"	0.266639870189792
"RP11-259O2.1"	-0.420971908124759
"C1QTNF1-AS1"	0.370724456638027
"ATP5F1P2"	0.736894249639502
"AC007391.2"	0.242336416514955
"HMGB1P10"	-0.206840117191584
"RP3-405J10.3"	0.611852632405691
"RP11-344G13.2"	0.416099106732488
"CTD-2078B5.2"	-0.305337109694618
"RPL13P"	0.0280823061962694
"HNRNPA1P57"	0.481752516379169
"RP11-171I2.4"	0.444091386771646
"RP11-1299A16.1"	0.392122818814048
"MAPK3"	0.706645547259494
"RP11-114F3.5"	0.759492873889489
"RNA5SP344"	0.396018065207698
"LGALS14"	0.350224997565908
"RPS24P1"	-0.0264883016677632
"MRE11A"	0.0453559387927231
"RP6-201G10.2"	0.248507431634953
"CTD-2339F6.1"	0.509265681932836
"AC083843.1"	0.144680098219109
"HIATL2"	0.440046280807903
"ARMC4P1"	0.671277786180026
"RP5-859D4.3"	-0.305288448155128
"AL731561.2"	-0.184929046087886
"AC136896.2"	-0.0695808621616331
"GALNT15"	-0.0954706597128749
"SIGLEC1"	-0.0388392742036431
"DGAT2L7P"	0.0140912784717227
"CTC-453G23.8"	-0.0758505553378507
"SLC23A3"	0.197225840003429
"CTD-2540B15.10"	0.324666833952407
"RP11-365O16.3"	0.417768644449298
"RP11-332J15.2"	0.0648888598856626
"LINC00543"	-0.0423105260559855
"AC010091.1"	-0.0068620626416637
"BCAT1"	0.0499248902475183
"RP11-5L12.1"	0.0947954841179367
"RP11-964E11.2"	-0.189847771287429
"NKAIN1P1"	-0.134807239864212
"RP11-440L16.1"	-0.0698355389701037
"AC008746.3"	0.00914587911555188
"CTD-2199O4.6"	-0.327344340149706
"CTD-2369P2.8"	-0.91312468688388
"MYPN"	-0.731211254538202
"RPS14P7"	-0.161587767936587
"ACOT6"	-0.250254423223054
"ZCCHC11"	0.0804300494419113
"RP11-282E4.1"	-0.242906082922658
"RET"	-0.0309628412675706
"RPL17P44"	0.0251589132245077
"WDR7"	0.12545548981196
"RP5-961K14.2"	-0.244654099207566
"RP11-486M23.1"	0.431130804334152
"RNU6-1312P"	-0.219750004952405
"SERPINA3"	0.0257605474198768
"CTD-3138F19.1"	-0.118588664255394
"AC124890.1"	0.120643016573489
"IGFL1P2"	-0.169659656750054
"GTF2A1"	-0.0688315581130207
"SNRPA1"	0.316298867460107
"CTB-25B13.13"	0.346879627527791
"RP5-857K21.7"	0.432067790488745
"RNU2-36P"	0.0993790362252553
"RNY3P2"	-0.188294295555461
"PLEKHG4B"	0.532826665224634
"PPP1R1AP2"	0.234716370381304
"RP11-326L17.1"	-0.544342637244907
"GLUD1P6"	0.193596876226139
"RP11-589F5.3"	-0.0351001914193657
"AC019185.3"	-0.0332499420745707
"RP11-346C16.6"	0.489479815575642
"AP000721.4"	0.237963885963497
"ZNF37BP"	-0.416114046031166
"GS1-594A7.5"	0.293925962847463
"CPA5"	-0.132034658448214
"RP11-460H9.1"	0.412495999795438
"MAPRE3"	0.470243425374405
"CTD-2050I18.1"	0.235606052330258
"RAET1E-AS1"	0.485219227340299
"NDUFA5"	0.548737035744888
"CDY15P"	-0.254448661791458
"ENPP7P12"	0.565743903303441
"POU5F1P2"	0.652314952224795
"ESR2"	0.835648721144715
"RN7SL319P"	-0.20185365784206
"RP11-106A1.2"	0.324007919592061
"RP11-293K19.1"	0.434677798525966
"HMGB1P20"	-0.302311925998055
"NID2"	-0.468733726498044
"RP11-286N22.10"	0.0243306150818351
"RP11-157L3.6"	-0.191611187566613
"AC002310.7"	0.307139585283545
"HS6ST2-AS1"	0.196458652189657
"RP11-554D15.4"	0.529023397889929
"IGHD1-20"	0.129016317983501
"RP11-2K6.2"	0.635881396856766
"RP11-393J16.4"	-0.935879011943318
"CDK8"	-0.204372043573119
"RPL13AP6"	0.624961295230482
"AC016995.3"	-0.00298772249792519
"RNU6-1233P"	0.487601890571114
"LSM12"	0.501455882321059
"MIR4637"	-0.240771465769442
"CTD-2303H24.2"	0.243056499750709
"RP11-40M23.1"	-0.15506481570628
"UBE2MP1"	0.431654513656376
"RPL30P3"	-0.0753151454350223
"PPFIA4"	-0.204862915785573
"LINC00639"	-0.0804667698781183
"TRAM2"	-0.430834268560554
"RP4-763G1.2"	-0.112792312590843
"AC009500.2"	0.202339278574193
"CTC-461F20.1"	0.422861795239966
"RP11-667F9.1"	0.304209331371064
"HNRNPUP1"	0.116422975171597
"RP11-489M13.1"	0.457549464035969
"RP3-340N1.6"	0.650215099489849
"RP11-156L14.1"	-0.254840965488982
"AFF3"	0.302356818816119
"RNU7-121P"	0.428304505389358
"IGLJ6"	0.435436660939713
"AC019205.2"	0.422779991026378
"RP11-78E6.1"	0.0680198056882215
"RP11-62I21.1"	0.6324807029209
"TXN"	-0.0225901848968303
"SPNS3"	0.141614646128435
"RP11-59H7.1"	0.486628761824873
"FUZ"	0.235472972992993
"RN7SKP266"	0.199877198401244
"HMCES"	0.610379664307302
"IFNG"	0.446866159879045
"AGAP4"	-0.0161455779289152
"SH3GL3"	-0.124429021011956
"CTC-523E23.1"	-0.146533048633283
"RP5-837O21.8"	0.247654623192433
"LOH12CR2"	0.713105054027697
"RP11-15H7.2"	0.50572288185016
"AC013275.1"	0.0514646205210094
"LTV1P1"	-0.107287523720325
"RNU6-1031P"	0.427089083079007
"SDHCP4"	0.344563905334186
"RNU6-1004P"	0.0584549674583121
"RP1-102K2.6"	0.0664350024997498
"CYP2AC1P"	0.563864603086332
"RP11-383M4.2"	0.3905290040599
"CTSLP7"	0.0541188398691721
"NT5C1B-RDH14"	-0.322267403610943
"DBIP2"	-0.563996439611988
"AL009174.1"	0.500628483714776
"RP11-687M24.8"	-0.470843946256347
"RP11-554F20.1"	0.485080281265126
"TGM1"	0.412189483501523
"RP11-459A10.2"	0.206029738215696
"RTN3P1"	0.0648253466552455
"AC003001.1"	0.0526762517818995
"AP001610.5"	-0.204425500161332
"SP140L"	0.0798494073277021
"AC007881.1"	0.0681676625845543
"RP11-497H16.9"	-0.479160139650066
"RP11-61D1.2"	0.232343842845679
"RP11-373D23.3"	0.876654256426102
"BLOC1S5-TXNDC5"	-0.31039976165353
"XXbac-B33L19.10"	-0.0259097459341546
"RPL37P3"	-0.0686608346730451
"DNAH2"	-0.310520178439601
"SFXN3"	-0.187154402197569
"AC002553.4"	0.140726659899214
"RP11-203B9.4"	-0.0304614857802035
"RNU6-1277P"	-0.0814698287592368
"PRKAA1"	0.190226254101771
"RNA5SP410"	0.0188213135163191
"ADRM1"	0.495692083496425
"PARVA"	-0.268153249393349
"RP11-274B21.10"	-0.29609257511627
"RN7SL215P"	0.263119168142793
"AC073271.1"	0.163520235213776
"RP11-556E13.1"	0.28477772743884
"HOXB-AS4"	0.534721717785678
"DUXAP6"	0.179174400783684
"RP11-229C3.4"	-0.761892031126249
"RP11-407A16.4"	-0.31622711644423
"LEAP2"	0.562897393590316
"LRRC29"	0.558420599934189
"RNU6-388P"	0.045488474645436
"OPALIN"	0.358255993153862
"AC139099.5"	1.16621464753846
"RP11-80F22.5"	0.111887284759753
"HMGB2P1"	0.397768235449929
"RP11-12A20.6"	0.39806785098618
"RP11-644K8.1"	0.636344772489056
"WDR88"	-0.185937156971883
"CYB5R1"	0.247786584893511
"SLC25A51P1"	-0.299281642516893
"TRAV8-6"	0.109930501905737
"MDFIC"	0.171774650089367
"AC073325.2"	0.379327735056629
"TSPO"	0.274715116211211
"RP11-145M9.2"	0.272067311041827
"LINC00672"	0.626564006776723
"SSR1"	0.454828891628833
"RP11-40G16.1"	0.415310841252725
"RP11-90L20.2"	0.407923499072125
"ATP5G1P3"	-0.0393080710337133
"CCDC97"	0.389236195412905
"YWHAZ"	-0.034666804934921
"NTF6B"	0.474805829176254
"RP11-1072C15.4"	0.291629877409785
"ACTBP13"	0.478348337378469
"FAM122C"	0.437858278997843
"THSD1"	0.2952790409011
"RP11-396J6.1"	0.0473848924883633
"MIR181A2HG"	0.4931928195446
"RP4-697K14.3"	0.354575200105761
"CTD-2210A23.1"	0.349504640605251
"GPR75"	0.351362129742961
"AC091633.2"	0.312779244125539
"NTM"	0.374932861277851
"TMEM169"	0.328207398277125
"NDRG4"	0.336378111683958
"TTC18"	-0.117728621572992
"RP11-480A16.1"	-0.105433199005511
"FABP7P1"	-1.62134341531797
"TMEM128"	0.150067762915071
"CTD-2201I18.1"	0.285565406046392
"RP5-1024G6.5"	0.225734244703962
"CTD-2085J24.5"	-0.181130524019027
"RP11-527D15.1"	0.212131137243325
"EIF1B"	0.303091475425212
"AC010492.4"	-0.120369777275168
"AC005152.2"	0.261694665676323
"HLA-DPA1"	0.0783041017357447
"CTD-2532D12.4"	0.284972809052547
"RP1-40E16.12"	0.0877964084221278
"RPL5P3"	0.104767497481808
"RNU6-48P"	-0.0483322513974851
"FER1L4"	-0.136759525458619
"RP11-165J3.5"	0.470553072935276
"RP13-644M16.5"	0.556264185937254
"CTD-2085J24.3"	0.335260108959701
"RNA5SP385"	0.231775791481432
"AL359538.2"	0.292694861560889
"DALRD3"	0.32049759750884
"AC069257.8"	0.383534903145994
"CTB-109A12.1"	0.172825159258275
"GRK1"	0.082381387991726
"AC097374.2"	0.446290260817278
"MIR27B"	0.793915607661904
"RP11-697E2.4"	0.487415260517822
"RNU4ATAC11P"	0.135660367046312
"C22orf42"	-0.555824159250148
"RP11-136H19.1"	0.450670231257579
"RNU4ATAC"	0.212277888710211
"RNU6-875P"	0.436990116089549
"TARM1"	0.302056877048484
"CTD-3065B20.2"	0.296589854200048
"IRS2"	0.0881108056565319
"RP11-109P6.2"	0.497827427345204
"FAM35CP"	0.576078254724132
"CEACAMP7"	0.352034328925956
"RNU6-913P"	-0.250920983130425
"CTD-2248H3.1"	0.16850847192906
"RN7SL332P"	0.668548462637376
"RP11-446N19.1"	0.713515194717264
"DUX4L15"	0.429097528969545
"RP11-500G9.1"	-0.230068915623345
"RP11-797M17.1"	0.127439914669438
"RP11-1085N6.2"	-0.0250373140351733
"RP11-72K17.2"	-0.322662517024851
"FAM117B"	-0.259066742001764
"CR848007.5"	-0.0580722427559593
"RNU5A-1"	0.384821684571849
"PMM2P1"	0.292229716605515
"SLITRK1"	0.0760792899970031
"RP11-367G18.2"	0.411552949237363
"RP11-111M22.4"	0.109858148431779
"RP11-534N16.1"	0.212953509247175
"UPK1B"	0.222290830720445
"HIST2H2BE"	0.321627850343391
"SLC25A32"	-0.017596437421863
"RNU6-170P"	0.133638781022162
"ZNF366"	0.0332387701018042
"RPS6KA5"	0.50655197607923
"CTD-2192J16.20"	0.3445886895453
"STRADB"	0.155450808309108
"RP11-413E1.4"	0.374294079495609
"GDI1"	-0.953446431452703
"AC004969.1"	0.048474817919405
"RP11-359E3.4"	0.282553066240046
"TRGVA"	-0.49912444705578
"AP002856.6"	0.57388473156157
"RP11-729M20.1"	0.0755713266394683
"RP11-478H16.1"	0.0207040953702
"SLC19A2"	0.262631396022591
"CRB1"	0.0565148484771007
"RP11-593P24.4"	0.221406650590538
"FAP"	0.36520181108313
"RN7SKP265"	0.657447194436747
"RBMY2GP"	0.0192707088600048
"MXRA7"	0.365688349391315
"VN1R17P"	0.603840133960482
"RP11-547I7.2"	0.252554128725969
"ARF5"	0.317538544332897
"RP11-475J5.7"	-0.144687270212072
"RP11-513G11.3"	0.30822548769125
"TRAJ47"	0.524718013380184
"RP3-366N23.4"	0.0958715102545676
"CTD-2582M21.1"	-0.0510811494538803
"RP5-856G1.1"	0.271268730680031
"NIPBL"	0.5777368551731
"RNU6-1234P"	0.0122862563746791
"RNA5SP281"	0.190295060642517
"IGLV2-8"	0.404349394088867
"MIR608"	0.175026833870455
"TRIM60"	-0.285681312846681
"TSPAN31"	0.316000084806565
"Z98044.1"	0.724898216966691
"TBC1D10B"	0.255249189224022
"ANGPTL7"	-0.390691211731694
"AF038458.4"	0.0286113614052393
"RNU6-819P"	0.333517427688923
"MIR5692C1"	-0.0451437915385175
"ISL2"	0.0548629522441105
"RPL15P20"	-0.195796197363911
"LRRN1"	0.287787757626518
"WNK4"	0.144617006179876
"SIGLEC19P"	-0.244244791156693
"SIGLEC19P"	0.113786988195442
"RP11-420K14.7"	0.392338254736184
"RP11-335G20.7"	0.199319186975519
"RP11-85K15.2"	-0.765946635617275
"DCUN1D2"	0.0927913703283361
"DDX24"	0.141367275739288
"RN7SL820P"	-0.498019732790095
"GOT2"	0.393068124393752
"TFPI2"	0.139763669973092
"RNU6-580P"	0.180644167706281
"APLN"	0.244520989064698
"AL390119.1"	0.288356312538176
"AC007365.1"	-0.268144344281448
"IGKV2-10"	0.260910837791741
"RP11-150O12.5"	0.0200332701844214
"RP11-640N20.9"	0.156124787167556
"AC007091.1"	-0.0234689515648613
"ANO1"	0.331921500463791
"LEMD3"	-0.0313167793177919
"RNU6-270P"	0.20781537927477
"MPI"	-0.191811461348469
"RP11-927P21.12"	0.12101880046899
"AC104802.1"	0.517059361699005
"PYCR1"	-0.140513842582437
"RP11-252A24.7"	0.228029058623614
"RNA5SP319"	0.0625663008678806
"GGN"	0.367584921437852
"BRD7P4"	-0.000361208705395143
"RP11-73E17.3"	0.168844776363526
"MIR639"	0.214651217019049
"GDNF-AS1"	0.0504523507793513
"DHX33"	0.173816112248378
"RP11-710N8.3"	-0.145901066818198
"RNU6-1147P"	0.107079676308215
"AC013448.2"	0.121921963181383
"RGPD4"	0.178849606556679
"PSMG3-AS1"	0.126922156304973
"RP11-875O11.3"	0.209576965744591
"RNU1-142P"	0.00939767232542656
"MALL"	0.298916003136574
"RP11-357C3.3"	-0.044983286890904
"VPS45"	-0.218838725231305
"MEP1AP1"	0.220983140271965
"RNA5SP503"	0.635294148947954
"AP2S1"	0.468743155742267
"RP4-591L5.2"	0.63221801228231
"RP11-429O1.1"	-0.272370686214922
"OR52B5P"	-0.144873370966137
"RP11-661A12.14"	-0.0810674919638518
"RP11-380D23.1"	-0.128888842015264
"AP000688.8"	-0.105810688910075
"RP4-775C13.1"	-0.0142120333764927
"RP11-789L4.1"	-0.280247934027418
"ZNF678"	-0.182385146853308
"IGHV1OR16-2"	-0.0841198905360188
"TET2"	-0.308755460866533
"DSC1"	0.595237660469844
"ZNF354A"	-0.11806338494633
"ZNF487"	-1.18770438019886
"RP11-575H3.1"	0.449257681557588
"RNF217"	-0.309928147542827
"PSMA2P2"	-0.197830372911381
"RP3-337D23.3"	0.031394039329568
"RN7SL317P"	0.660766312939701
"GDI2P2"	0.100444108375009
"AP006564.1"	0.0995423664661138
"TTR"	0.536466657341473
"AL391839.1"	-0.331877578388787
"SLC35E1"	-0.302238337940936
"FCHO1"	0.00887002882622661
"RAPGEF3"	0.422728355017412
"IGHVIII-26-1"	-0.0436921376362707
"PCDHB18"	-0.0574711332628163
"RP11-261C10.1"	0.214301253488251
"RNU4-86P"	-0.0764084171648769
"EIF4E1B"	-0.00739175676912432
"RP11-362M19.1"	0.296718095840567
"RP1-196A12.1"	0.142757502994535
"RP11-522B15.6"	-0.454572783178208
"FPGT-TNNI3K"	0.252411202141112
"AC027612.4"	0.198673899786692
"EFNB2"	-0.116764046346066
"PIN4P1"	0.357425956792345
"DEDD"	-0.569794218269503
"DEFB108P1"	-0.259738927867467
"RNA5SP451"	0.479860903711551
"LIFR"	0.445890709232041
"RNU6-598P"	0.0663147689052393
"RNU6-805P"	0.864879442641965
"MIR4783"	-0.03118825615802
"CTB-161J7.1"	-0.0247280033932744
"RP13-401N8.3"	0.293887658029855
"TCEB1P10"	0.595560814967086
"CT47A2"	1.35212418437785
"AC090519.2"	-0.171584601419006
"RP11-945A11.1"	-0.113088497257262
"BPIFA3"	0.353170786408965
"AC006335.2"	0.301846415349926
"RN7SL657P"	0.536808986222911
"RP11-192B18.1"	-0.110153138074582
"RP11-221J22.1"	0.603643272121284
"CASP3P1"	0.0842566032448476
"PGA5"	-0.263477445206729
"LDHAP2"	-0.370068522636591
"RARRES2P4"	-0.308680746650858
"RBBP7"	0.0646171315614486
"ATG7"	0.439893505110276
"HMGN5"	0.248317771912358
"CD300LF"	0.267477587039319
"ZFAND6"	0.341078919417757
"RBP5"	0.213250871246932
"RP11-55K22.5"	0.0510031874089935
"RNU1-34P"	0.23793063870331
"CHADL"	-0.240632522123924
"ANP32BP3"	0.49391186330903
"TMEM60"	0.622328910479886
"RP11-651K21.1"	1.00342038138055
"N4BP3"	0.016408713338624
"FAM162B"	0.188444273688017
"IFNA8"	-0.993178022944431
"AC147651.2"	0.0989545972391909
"EEA1"	0.191257531221057
"RP1-56K13.6"	0.0779534627418441
"RP11-167P22.5"	0.467919853693207
"RP11-264E23.1"	0.397268115993831
"RP11-454F8.2"	-0.217673155040237
"RASAL3"	0.0723193375958398
"RN7SL364P"	-0.704462749090083
"AL022328.1"	0.0128717633344304
"ZNF552"	-0.290009353462623
"RNU6-1097P"	-0.146513156931992
"MIR4654"	-0.173019393884989
"BLM"	0.634885233073099
"RNF5P1"	0.312341173202067
"LINC01047"	0.284543227415791
"BPY2B"	0.225089444170827
"AC073063.1"	-0.162984010258957
"RNU7-190P"	0.142721438681992
"AP000477.3"	-0.0835812282205884
"RP11-95K23.5"	1.56024303506634
"CTB-134H23.3"	0.209348351550786
"ETF1P2"	-0.193201626921044
"KCNA5"	-0.456402488526845
"AC139712.2"	0.057214878303816
"CTD-3148I10.1"	0.639968177900253
"GSN"	-0.0514284646471677
"PITPNA-AS1"	-1.03946855276984
"AP001340.1"	0.223930772795154
"ZNF654"	-0.148845784877281
"RNU7-147P"	0.0375001200521466
"AC016885.1"	0.151150903355823
"AL357115.1"	0.252773185807026
"C6orf58"	0.245630242901677
"AC005255.3"	0.468202590435425
"LIMD1"	-0.0407541597545632
"CTC-342P15.1"	-0.170238271460788
"G2E3"	0.342989459075993
"MIR517C"	-0.0502000901496735
"ASXL2"	-0.109608007962861
"SLC25A44"	-0.366346815508165
"RP11-7F18.1"	-0.719521158484476
"CTD-2503O16.1"	-0.179083325680427
"RP11-814H16.2"	0.159588289016016
"ENC1"	0.159639554666576
"DPEP2"	-0.0710090313972904
"CTB-25J19.1"	-0.161821557758261
"RN7SL225P"	0.239008534205503
"GUSB"	0.140857930447653
"RP11-91A15.1"	0.665992651851847
"DLK2"	0.226727775601316
"AC068535.5"	0.2635791904683
"PDE2A"	0.40033177925595
"NPAP1P4"	-0.0250632589794671
"RP11-65B23.3"	0.429052178357779
"ARPC3P5"	0.328467720720403
"SDHAP3"	-0.0704835010659091
"KLF6"	0.497850331870246
"SMCO3"	0.285467985804601
"AC017104.1"	0.0929926617190105
"SESN2"	0.0155252682559812
"RP3-348I23.3"	0.0502582776758119
"RNA5SP198"	0.57741994353941
"AL591479.1"	0.751906036166349
"FTLP13"	0.0943800069638524
"RNY1P6"	-0.136202313886635
"AC008122.1"	-0.25920289002428
"TEX40"	0.874154648017043
"VN1R81P"	-0.592708181273809
"ERCC4"	-0.0111050249074261
"AC009961.2"	0.311585848206497
"TTLL1"	0.429211332614316
"RP5-1085F17.3"	-0.138165753252146
"RP11-597D13.7"	0.41613481139011
"RPS18P6"	0.764708464540156
"AP001476.3"	-0.146656465482093
"RP11-314N2.2"	0.450756811574555
"RN7SKP120"	0.0326878724810786
"RP11-262D11.2"	0.242287789307473
"RP11-246A10.1"	0.390957172594502
"RP1-206D15.3"	0.219962194067176
"WDR86"	0.456550994898244
"NME2"	0.190295821948697
"CTD-2311M21.2"	0.446924762057582
"AC093166.1"	0.631950697792978
"ABCB1"	0.490589019282952
"MRPL21"	0.235056732739546
"AC009229.6"	0.366902256405165
"SPPL2C"	-0.179681169564108
"VMA21"	0.410535006268658
"PSME2P2"	0.286252325342537
